 SPHEROID: Oblate
 Refractive index:  1.3300  0.0000 i     Lambda=10.000 mkm     a/b = 20.000
 ================================================================================================
    c    x_V 2*pi*a/w alpha  Qext(TM)    Qsca(TM)    Qabs(TM)    Qext(TE)    Qsca(TE)    Qabs(TE)
 ================================================================================================
  15.46  6.28 15.50     0  1.7883D-01  1.0167D-01  7.7153D-02
  15.46  6.28 15.50    10  1.8099D-01  1.0278D-01  7.8220D-02  1.7695D-01  1.1313D-01  6.3820D-02
  15.46  6.28 15.50    20  1.8789D-01  1.0684D-01  8.1056D-02  1.9028D-01  1.1498D-01  7.5303D-02
  15.46  6.28 15.50    30  2.0071D-01  1.1471D-01  8.6001D-02  2.1827D-01  1.3670D-01  8.1571D-02
  15.46  6.28 15.50    40  2.2365D-01  1.3046D-01  9.3194D-02  2.6444D-01  1.7633D-01  8.8108D-02
  15.46  6.28 15.50    50  2.6269D-01  1.5919D-01  1.0349D-01  3.4174D-01  2.3772D-01  1.0401D-01
  15.46  6.28 15.50    60  3.9298D-01  2.7329D-01  1.1970D-01  5.2762D-01  4.0380D-01  1.2383D-01
  15.46  6.28 15.50    70  8.3715D-01  6.3454D-01  2.0261D-01  1.2180D+00  9.5551D-01  2.6244D-01
  15.46  6.28 15.50    80  1.9714D+00  1.4810D+00  4.9035D-01  3.0012D+00  2.2579D+00  7.4327D-01
  15.46  6.28 15.50    90  5.8244D+00  4.3207D+00  1.5037D+00  8.9810D+00  6.6114D+00  2.3696D+00
 ================================================================================================
 SPHEROID: Oblate
 Refractive index:  1.2000  0.0300 i     Lambda=10.000 mkm     a/b = 15.000
 ================================================================================================
    c    x_V 2*pi*a/w alpha  Qext(TM)    Qsca(TM)    Qabs(TM)    Qext(TE)    Qsca(TE)    Qabs(TE)
 ================================================================================================
  15.46  6.28 15.50     0  1.7883D-01  1.0167D-01  7.7153D-02
  15.46  6.28 15.50    10  1.8099D-01  1.0278D-01  7.8220D-02  1.7695D-01  1.1313D-01  6.3820D-02
  15.46  6.28 15.50    20  1.8789D-01  1.0684D-01  8.1056D-02  1.9028D-01  1.1498D-01  7.5303D-02
  15.46  6.28 15.50    30  2.0071D-01  1.1471D-01  8.6001D-02  2.1827D-01  1.3670D-01  8.1571D-02
  15.46  6.28 15.50    40  2.2365D-01  1.3046D-01  9.3194D-02  2.6444D-01  1.7633D-01  8.8108D-02
  15.46  6.28 15.50    50  2.6269D-01  1.5919D-01  1.0349D-01  3.4174D-01  2.3772D-01  1.0401D-01
  15.46  6.28 15.50    60  3.9298D-01  2.7329D-01  1.1970D-01  5.2762D-01  4.0380D-01  1.2383D-01
  15.46  6.28 15.50    70  8.3715D-01  6.3454D-01  2.0261D-01  1.2180D+00  9.5551D-01  2.6244D-01
  15.46  6.28 15.50    80  1.9714D+00  1.4810D+00  4.9035D-01  3.0012D+00  2.2579D+00  7.4327D-01
  15.46  6.28 15.50    90  5.8244D+00  4.3207D+00  1.5037D+00  8.9810D+00  6.6114D+00  2.3696D+00
 ================================================================================================
 SPHEROID: Oblate
 Refractive index:  1.2000  0.0300 i     Lambda=10.000 mkm     a/b = 15.000
 ================================================================================================
    c    x_V 2*pi*a/w alpha  Qext(TM)    Qsca(TM)    Qabs(TM)    Qext(TE)    Qsca(TE)    Qabs(TE)
 ================================================================================================
  15.46  6.28 15.50     0  1.7883D-01  1.0167D-01  7.7153D-02
  15.46  6.28 15.50    10  1.8099D-01  1.0278D-01  7.8220D-02  1.7695D-01  1.1313D-01  6.3820D-02
  15.46  6.28 15.50    20  1.8789D-01  1.0684D-01  8.1056D-02  1.9028D-01  1.1498D-01  7.5303D-02
  15.46  6.28 15.50    30  2.0071D-01  1.1471D-01  8.6001D-02  2.1827D-01  1.3670D-01  8.1571D-02
  15.46  6.28 15.50    40  2.2365D-01  1.3046D-01  9.3194D-02  2.6444D-01  1.7633D-01  8.8108D-02
  15.46  6.28 15.50    50  2.6269D-01  1.5919D-01  1.0349D-01  3.4174D-01  2.3772D-01  1.0401D-01
  15.46  6.28 15.50    60  3.9298D-01  2.7329D-01  1.1970D-01  5.2762D-01  4.0380D-01  1.2383D-01
  15.46  6.28 15.50    70  8.3715D-01  6.3454D-01  2.0261D-01  1.2180D+00  9.5551D-01  2.6244D-01
  15.46  6.28 15.50    80  1.9714D+00  1.4810D+00  4.9035D-01  3.0012D+00  2.2579D+00  7.4327D-01
  15.46  6.28 15.50    90  5.8244D+00  4.3207D+00  1.5037D+00  8.9810D+00  6.6114D+00  2.3696D+00
 ================================================================================================
 SPHEROID: Oblate
 Refractive index:  1.2000  0.0300 i     Lambda=10.000 mkm     a/b = 15.000
 ================================================================================================
    c    x_V 2*pi*a/w alpha  Qext(TM)    Qsca(TM)    Qabs(TM)    Qext(TE)    Qsca(TE)    Qabs(TE)
 ================================================================================================
  15.46  6.28 15.50     0  1.7883D-01  1.0167D-01  7.7153D-02
  15.46  6.28 15.50    10  1.8099D-01  1.0278D-01  7.8220D-02  1.7695D-01  1.1313D-01  6.3820D-02
  15.46  6.28 15.50    20  1.8789D-01  1.0684D-01  8.1056D-02  1.9028D-01  1.1498D-01  7.5303D-02
  15.46  6.28 15.50    30  2.0071D-01  1.1471D-01  8.6001D-02  2.1827D-01  1.3670D-01  8.1571D-02
  15.46  6.28 15.50    40  2.2365D-01  1.3046D-01  9.3194D-02  2.6444D-01  1.7633D-01  8.8108D-02
  15.46  6.28 15.50    50  2.6269D-01  1.5919D-01  1.0349D-01  3.4174D-01  2.3772D-01  1.0401D-01
  15.46  6.28 15.50    60  3.9298D-01  2.7329D-01  1.1970D-01  5.2762D-01  4.0380D-01  1.2383D-01
  15.46  6.28 15.50    70  8.3715D-01  6.3454D-01  2.0261D-01  1.2180D+00  9.5551D-01  2.6244D-01
  15.46  6.28 15.50    80  1.9714D+00  1.4810D+00  4.9035D-01  3.0012D+00  2.2579D+00  7.4327D-01
  15.46  6.28 15.50    90  5.8244D+00  4.3207D+00  1.5037D+00  8.9810D+00  6.6114D+00  2.3696D+00
 ================================================================================================
 SPHEROID: Oblate
 Refractive index:  1.2000  0.0300 i     Lambda=10.000 mkm     a/b = 20.000
 ================================================================================================
    c    x_V 2*pi*a/w alpha  Qext(TM)    Qsca(TM)    Qabs(TM)    Qext(TE)    Qsca(TE)    Qabs(TE)
 ================================================================================================
  13.63  5.03 13.64     0  1.1371D-01  5.9650D-02  5.4058D-02
  13.63  5.03 13.64    10  1.1415D-01  5.9515D-02  5.4636D-02  7.6695D-02  4.7613D-01 -3.9944D-01
  13.63  5.03 13.64    20  1.1491D-01  5.8583D-02  5.6323D-02  9.0890D-02  1.4912D-01 -5.8229D-02
  13.63  5.03 13.64    30  1.1724D-01  5.8111D-02  5.9131D-02  1.0601D-01  1.1779D-01 -1.1783D-02
  13.63  5.03 13.64    40  1.2425D-01  6.1002D-02  6.3243D-02  1.3125D-01  1.1889D-01  1.2365D-02
  13.63  5.03 13.64    50  1.4402D-01  7.5422D-02  6.8603D-02  1.8102D-01  1.5811D-01  2.2905D-02
  13.63  5.03 13.64    60  2.2359D-01  1.4090D-01  8.2689D-02  3.3871D-01  2.8168D-01  5.7032D-02
  13.63  5.03 13.64    70  4.1357D-01  2.8167D-01  1.3190D-01  6.3243D-01  4.9254D-01  1.3989D-01
  13.63  5.03 13.64    80  8.8144D-01  5.9657D-01  2.8487D-01  1.3102D+00  9.8632D-01  3.2387D-01
  13.63  5.03 13.64    90  3.2530D+00  2.1772D+00  1.0758D+00  4.7908D+00  3.5634D+00  1.2273D+00
 ================================================================================================
 SPHEROID: Oblate
 Refractive index:  1.2000  0.0300 i     Lambda=10.000 mkm     a/b = 20.000
 ================================================================================================
    c    x_V 2*pi*a/w alpha  Qext(TM)    Qsca(TM)    Qabs(TM)    Qext(TE)    Qsca(TE)    Qabs(TE)
 ================================================================================================
  11.92  4.40 11.94     0  9.8295D-02  4.9715D-02  4.8581D-02
  11.92  4.40 11.94    10  9.7982D-02  4.9001D-02  4.8980D-02  6.0067D-02  9.3918D-01 -8.7912D-01
  11.92  4.40 11.94    20  9.7940D-02  4.7633D-02  5.0307D-02  6.5801D-02  1.7887D-01 -1.1307D-01
  11.92  4.40 11.94    30  9.8905D-02  4.6390D-02  5.2515D-02  8.1514D-02  1.3946D-01 -5.7942D-02
  11.92  4.40 11.94    40  1.0321D-01  4.7436D-02  5.5777D-02  9.2559D-02  1.1152D-01 -1.8957D-02
  11.92  4.40 11.94    50  1.2162D-01  6.1089D-02  6.0529D-02  1.5143D-01  1.5853D-01 -7.1072D-03
  11.92  4.40 11.94    60  1.8335D-01  1.0905D-01  7.4302D-02  2.6037D-01  2.2210D-01  3.8261D-02
  11.92  4.40 11.94    70  3.1342D-01  1.9901D-01  1.1441D-01  4.0847D-01  3.3257D-01  7.5903D-02
  11.92  4.40 11.94    80  6.4043D-01  4.0528D-01  2.3516D-01  7.9804D-01  6.3292D-01  1.6512D-01
  11.92  4.40 11.94    90  2.3398D+00  1.4676D+00  8.7213D-01  2.8991D+00  2.2698D+00  6.2923D-01
 ================================================================================================
 SPHEROID: Oblate
 Refractive index:  1.2000  0.0300 i     Lambda=10.000 mkm     a/b = 15.000
 ================================================================================================
    c    x_V 2*pi*a/w alpha  Qext(TM)    Qsca(TM)    Qabs(TM)    Qext(TE)    Qsca(TE)    Qabs(TE)
 ================================================================================================
  10.82  4.40 10.85     0  1.2115D-01  6.4309D-02  5.6842D-02
  10.82  4.40 10.85    10  1.2183D-01  6.4425D-02  5.7403D-02  1.0807D-01  1.3318D-01 -2.5103D-02
  10.82  4.40 10.85    20  1.2321D-01  6.3919D-02  5.9288D-02  1.2045D-01  8.4991D-02  3.5455D-02
  10.82  4.40 10.85    30  1.2672D-01  6.4292D-02  6.2426D-02  1.3910D-01  9.3946D-02  4.5155D-02
  10.82  4.40 10.85    40  1.3464D-01  6.7768D-02  6.6877D-02  1.6689D-01  1.1034D-01  5.6551D-02
  10.82  4.40 10.85    50  1.6354D-01  9.0062D-02  7.3480D-02  2.4131D-01  1.7552D-01  6.5791D-02
  10.82  4.40 10.85    60  2.4935D-01  1.5692D-01  9.2431D-02  4.2182D-01  3.1203D-01  1.0979D-01
  10.82  4.40 10.85    70  4.2496D-01  2.8042D-01  1.4454D-01  7.3394D-01  5.2399D-01  2.0995D-01
  10.82  4.40 10.85    80  8.5610D-01  5.6224D-01  2.9386D-01  1.4633D+00  1.0042D+00  4.5914D-01
  10.82  4.40 10.85    90  2.4228D+00  1.5792D+00  8.4355D-01  4.1207D+00  2.7799D+00  1.3409D+00
 ================================================================================================
 SPHEROID: Oblate
 Refractive index:  1.2000  0.0300 i     Lambda=10.000 mkm     a/b = 15.000
 ================================================================================================
    c    x_V 2*pi*a/w alpha  Qext(TM)    Qsca(TM)    Qabs(TM)    Qext(TE)    Qsca(TE)    Qabs(TE)
 ================================================================================================
  10.82  4.40 10.85     0  1.2115D-01  6.4309D-02  5.6842D-02
  10.82  4.40 10.85     5  1.2135D-01  6.4374D-02  5.6972D-02  1.0347D-01  1.7396D-01 -7.0490D-02
  10.82  4.40 10.85    10  1.2183D-01  6.4425D-02  5.7403D-02  1.0807D-01  1.3318D-01 -2.5103D-02
  10.82  4.40 10.85    15  1.2243D-01  6.4246D-02  5.8184D-02  1.1448D-01  9.8458D-02  1.6024D-02
  10.82  4.40 10.85    20  1.2321D-01  6.3919D-02  5.9288D-02  1.2045D-01  8.4991D-02  3.5455D-02
  10.82  4.40 10.85    25  1.2453D-01  6.3846D-02  6.0684D-02  1.2793D-01  8.7493D-02  4.0440D-02
  10.82  4.40 10.85    30  1.2672D-01  6.4292D-02  6.2426D-02  1.3910D-01  9.3946D-02  4.5155D-02
  10.82  4.40 10.85    35  1.2982D-01  6.5295D-02  6.4528D-02  1.5190D-01  9.9846D-02  5.2055D-02
  10.82  4.40 10.85    40  1.3464D-01  6.7768D-02  6.6877D-02  1.6689D-01  1.1034D-01  5.6551D-02
  10.82  4.40 10.85    45  1.4421D-01  7.4639D-02  6.9574D-02  1.9293D-01  1.3382D-01  5.9114D-02
  10.82  4.40 10.85    50  1.6354D-01  9.0062D-02  7.3480D-02  2.4131D-01  1.7552D-01  6.5791D-02
  10.82  4.40 10.85    55  1.9749D-01  1.1715D-01  8.0336D-02  3.1759D-01  2.3565D-01  8.1934D-02
  10.82  4.40 10.85    60  2.4935D-01  1.5692D-01  9.2431D-02  4.2182D-01  3.1203D-01  1.0979D-01
  10.82  4.40 10.85    65  3.2243D-01  2.0995D-01  1.1248D-01  5.5598D-01  4.0508D-01  1.5090D-01
  10.82  4.40 10.85    70  4.2496D-01  2.8042D-01  1.4454D-01  7.3394D-01  5.2399D-01  2.0995D-01
  10.82  4.40 10.85    75  5.8037D-01  3.8314D-01  1.9724D-01  9.9747D-01  6.9724D-01  3.0023D-01
  10.82  4.40 10.85    80  8.5610D-01  5.6224D-01  2.9386D-01  1.4633D+00  1.0042D+00  4.5914D-01
  10.82  4.40 10.85    85  1.4687D+00  9.5944D-01  5.0931D-01  2.5012D+00  1.6949D+00  8.0632D-01
  10.82  4.40 10.85    90  2.4228D+00  1.5792D+00  8.4355D-01  4.1207D+00  2.7799D+00  1.3409D+00
  10.82  4.40 10.85    95  1.4687D+00  9.5944D-01  5.0931D-01  2.5012D+00  1.6949D+00  8.0632D-01
 ================================================================================================
 SPHEROID: Oblate
 Refractive index:  1.2000  0.0300 i     Lambda=10.000 mkm     a/b = 14.000
 ================================================================================================
    c    x_V 2*pi*a/w alpha  Qext(TM)    Qsca(TM)    Qabs(TM)    Qext(TE)    Qsca(TE)    Qabs(TE)
 ================================================================================================
  10.57  4.40 10.60     0  1.2722D-01  6.8225D-02  5.8999D-02
  10.57  4.40 10.60     5  1.2751D-01  6.8357D-02  5.9157D-02  1.1518D-01  1.1010D-01  5.0762D-03
  10.57  4.40 10.60    10  1.2821D-01  6.8561D-02  5.9653D-02  1.1780D-01  9.9259D-02  1.8543D-02
  10.57  4.40 10.60    15  1.2905D-01  6.8547D-02  6.0505D-02  1.2354D-01  8.8653D-02  3.4885D-02
  10.57  4.40 10.60    20  1.3010D-01  6.8415D-02  6.1686D-02  1.3058D-01  8.4755D-02  4.5828D-02
  10.57  4.40 10.60    25  1.3181D-01  6.8620D-02  6.3190D-02  1.3918D-01  8.8673D-02  5.0508D-02
  10.57  4.40 10.60    30  1.3447D-01  6.9396D-02  6.5078D-02  1.5064D-01  9.6242D-02  5.4403D-02
  10.57  4.40 10.60    35  1.3810D-01  7.0759D-02  6.7340D-02  1.6398D-01  1.0450D-01  5.9478D-02
  10.57  4.40 10.60    40  1.4364D-01  7.3781D-02  6.9854D-02  1.8050D-01  1.1704D-01  6.3461D-02
  10.57  4.40 10.60    45  1.5443D-01  8.1660D-02  7.2766D-02  2.0883D-01  1.4217D-01  6.6662D-02
  10.57  4.40 10.60    50  1.7575D-01  9.8724D-02  7.7023D-02  2.6049D-01  1.8669D-01  7.3796D-02
  10.57  4.40 10.60    55  2.1260D-01  1.2814D-01  8.4462D-02  3.4229D-01  2.5210D-01  9.0181D-02
  10.57  4.40 10.60    60  2.6845D-01  1.7098D-01  9.7462D-02  4.5559D-01  3.3642D-01  1.1916D-01
  10.57  4.40 10.60    65  3.4690D-01  2.2805D-01  1.1885D-01  6.0307D-01  4.3977D-01  1.6329D-01
  10.57  4.40 10.60    70  4.5690D-01  3.0403D-01  1.5287D-01  7.9943D-01  5.7163D-01  2.2780D-01
  10.57  4.40 10.60    75  6.2325D-01  4.1476D-01  2.0848D-01  1.0889D+00  7.6228D-01  3.2664D-01
  10.57  4.40 10.60    80  9.1566D-01  6.0628D-01  3.0938D-01  1.5943D+00  1.0954D+00  4.9884D-01
  10.57  4.40 10.60    85  1.5451D+00  1.0177D+00  5.2731D-01  2.6827D+00  1.8200D+00  8.6269D-01
  10.57  4.40 10.60    90  2.4432D+00  1.6060D+00  8.3717D-01  4.2378D+00  2.8621D+00  1.3757D+00
  10.57  4.40 10.60    95  1.5451D+00  1.0177D+00  5.2733D-01  2.6827D+00  1.8200D+00  8.6272D-01
 ================================================================================================
